"id","symbol","chr","position","strand","product","tissue","statistic","dm","p.value","q.value"
"cg05379350","GIT1","17",24941283,"","G protein-coupled receptor kinase interactor 1","CRBLM",1.41047698564611,0.0211720395670595,0.161246345104526,0.668151141405316
"cg24816455","SEMA3B","3",50285770,"+","semaphorin 3B isoform 2 precursor","CRBLM",1.41013411006515,0.0167166928519149,0.161347305153252,0.668151141405316
"cg27063986","NDST4","4",116254681,"","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 4","FCTX",1.40792385416818,0.0158063670861645,0.161540445308123,0.994688424085358
"cg22021786","WFDC8","20",43640702,"","WAP four-disulfide core domain 8 precursor","FCTX",1.40789474006509,0.038060232577208,0.161549050087347,0.994688424085358
"cg25957967","PCSK9","1",55277736,"+","proprotein convertase subtilisin/kexin type 9 preproprotein","PONS",-1.4083627333461,-0.00472400850503062,0.161818492050074,0.518725130613588
"cg18452324","MFNG","22",36212343,"-","manic fringe homolog","TCTX",-1.40750680883862,-0.0223901953195399,0.16181992668927,0.973634788646489
"cg04810997","TAS2R60","7",142850796,"","taste receptor; type 2; member 60","CRBLM",1.40848840890051,0.041719823656254,0.161832557200436,0.668151141405316
"cg01541443","Ells1","7",30151840,"","hypothetical protein LOC222166","TCTX",-1.40743452033413,-0.0146976980120698,0.161841302068254,0.973634788646489
"cg18636641","PPAPDC3","9",133155089,"+","phosphatidic acid phosphatase type 2 domain containing 3","CRBLM",1.40845248340689,0.0144502566598089,0.161843162647991,0.668151141405316
"cg23183296","UGT2B28","4",70181011,"","UDP glycosyltransferase 2 family; polypeptide B28","PONS",-1.40795393106752,-0.0321130363921804,0.161939231093057,0.518725130613588
"cg03242666","PMP22","17",15109295,"","peripheral myelin protein 22","CRBLM",1.40767523354746,0.0175833175024847,0.162099030681405,0.668151141405316
"cg08268099","OLFM1","9",137106405,"","olfactomedin related ER localized protein isoform 1","TCTX",-1.40629485758708,-0.00693499950837488,0.162178580335642,0.973634788646489
"cg11251498","INDOL1","8",39911926,"","hypothetical protein LOC169355","TCTX",-1.40629016800347,-0.013975422304961,0.162179969306173,0.973634788646489
"cg23575320","C14orf58","14",75113981,"+","hypothetical protein LOC55640","FCTX",1.4055878562023,0.0173672922309195,0.162231971472193,0.994688424085358
"cg01813965","C16orf50","16",56286605,"","chromosome 16 open reading frame 50","FCTX",-1.40528288643854,-0.0292432079186524,0.162322418279192,0.994688424085358
"cg02945646","AP1G2","14",23107009,"","adaptor-related protein complex 1; gamma 2 subunit","PONS",1.40610273669779,0.0150935857398431,0.162486840979032,0.518884843486432
"cg12072001","SPON2","4",1156767,"","spondin 2; extracellular matrix protein","CRBLM",1.40619083137554,0.0228582727139367,0.162511888843733,0.668151141405316
"cg12478185","SCO1","17",10542726,"","cytochrome oxidase deficient homolog 1","FCTX",-1.40426057362508,-0.02168326295196,0.162625892818447,0.994688424085358
"cg18765542","DGKZ","11",46310677,"+","diacylglycerol kinase; zeta 104kDa isoform 2","TCTX",-1.40476586241572,-0.012602761528648,0.162631923001027,0.973634788646489
"cg21663431","SLC44A2","19",10597355,"+","CTL2 protein","FCTX",1.40405329547049,0.0221869970163209,0.162687476295231,0.994688424085358
"cg05590982","P8","16",28457672,"","p8 protein (candidate of metastasis 1)","PONS",-1.40541780687861,-0.0238837169107495,0.162689811559947,0.518884843486432
"cg10735607","TMEM109","11",60437091,"+","hypothetical protein LOC79073","FCTX",1.40391414471221,0.0195420925806769,0.162728828730708,0.994688424085358
"cg04726200","SLC22A18","11",2887061,"+","tumor suppressing subtransferable candidate 5","CRBLM",1.40544293714911,0.0204600427255365,0.162733490885443,0.668151141405316
"cg12467090","PIK3C2B","1",202725762,"","phosphoinositide-3-kinase; class 2; beta polypeptide","PONS",-1.40505309517537,-0.0136547856523386,0.162797968476856,0.518884843486432
"cg26134665","STX1B2","16",30929045,"-","syntaxin 1B2","CRBLM",1.40499014398109,0.0234567850450101,0.162867766351796,0.668151141405316
"cg10613381","UPB1","22",23220330,"+","beta-ureidopropionase","CRBLM",-1.40472654605351,-0.0165190676420841,0.16294597511994,0.668151141405316
"cg20029201","BCL9L","11",118287023,"-","B-cell CLL/lymphoma 9-like","CRBLM",1.40464280622106,0.0215450383252979,0.162970826503007,0.668151141405316
"cg27299588","PTPRS","19",5237082,"","protein tyrosine phosphatase; receptor type; sigma isoform 1 precursor","CRBLM",1.40432473562093,0.0227530603677197,0.163065246391803,0.668151141405316
"cg09835085","KCNE4","2",223624836,"+","potassium voltage-gated channel; Isk-related family; member 4","CRBLM",-1.40414805389156,-0.0170892195783677,0.163117712777902,0.668151141405316
"cg15777781","CUGBP2","10",11087277,"","CUG triplet repeat; RNA binding protein 2 isoform 2","PONS",-1.40378790699694,-0.0208577139695487,0.163173591907045,0.518884843486432
"cg19856444","SLC39A12","10",18281122,"","solute carrier family 39 (zinc transporter); member 12","PONS",-1.40372305317127,-0.0216105538619671,0.163192864278379,0.518884843486432
"cg17518962","GAL3ST4","7",99604488,"","galactose-3-O-sulfotransferase 4","PONS",-1.40340141802765,-0.0119980731372694,0.163288469110505,0.518884843486432
"cg06529761","DNASE1","16",3642487,"","deoxyribonuclease I precursor","CRBLM",1.40144188979608,0.0287673874316345,0.163922933032884,0.668151141405316
"cg04001668","GPR56","16",56211848,"+","G protein-coupled receptor 56 isoform b","CRBLM",1.40038762214974,0.0259361435818412,0.164237451452096,0.668151141405316
"cg24076884","PCDHAC2","5",140327105,"+","protocadherin alpha subfamily C; 2 isoform 2 precursor","CRBLM",1.40014328527835,0.0179729233750851,0.1643104099229,0.668151141405316
"cg17040807","CYGB","17",72044877,"-","cytoglobin","CRBLM",1.39997771483061,0.0176660387890295,0.164359862973473,0.668151141405316
"cg09748960","BTNL2","6",32482904,"","butyrophilin-like 2","TCTX",-1.39879685942831,-0.0163467889167298,0.164410982059807,0.973634788646489
"cg04810997","TAS2R60","7",142850796,"","taste receptor; type 2; member 60","PONS",1.39922886879543,0.0358175490011952,0.164532625710038,0.522145922120864
"cg24922992","SLC22A7","6",43373525,"","solute carrier family 22 member 7 isoform b","FCTX",1.39720260099214,0.0174829548661556,0.164732883033212,0.994688424085358
"cg05382123","CSMD2","1",34405172,"-","CUB and Sushi multiple domains 2","CRBLM",-1.39837177103758,-0.0394019846806342,0.164840120744093,0.668151141405316
"cg03167763","UBXD3","1",20384984,"+","UBX domain containing 3","PONS",1.39819222885647,0.0248114394047021,0.16484284686321,0.522248022217223
"cg07826255","SGCA","17",45598706,"","sarcoglycan; alpha (50kDa dystrophin-associated glycoprotein)","FCTX",1.39681419836002,0.0180062056494249,0.164849432249079,0.994688424085358
"cg16474696","MGC3207","19",13736014,"+","hypothetical protein LOC84245 isoform 2","FCTX",-1.39646157686327,-0.0593597386004433,0.164955298886784,0.994688424085358
"cg02148642","RGPD5","2",109906875,"","RANBP2-like and GRIP domain containing 5 isoform 2","CRBLM",1.39795077272764,0.0371402005734771,0.164966197399889,0.668151141405316
"cg26465666","PDE1A","2",183095173,"","phosphodiesterase 1A; calmodulin-dependent isoform 2","FCTX",1.39556351447809,0.028133814398674,0.165225155671932,0.994688424085358
"cg12914657","GIMAP1","7",150044613,"","GTPase; IMAP family member 1","PONS",1.39654244336101,0.0256194515705619,0.16533747593076,0.522248022217223
"cg06362985","RAB3IP","12",68418475,"+","RAB3A interacting protein isoform alpha 1","PONS",1.39623483239968,0.0171665976276468,0.165429827153082,0.522248022217223
"cg04123409","SDS","12",112326000,"","serine dehydratase","PONS",-1.39621206221485,-0.0210239374778734,0.165436664800865,0.522248022217223
"cg19566405","FLJ10260","17",30784078,"-","hypothetical protein LOC55106","CRBLM",-1.39577378131851,-0.0333667051290737,0.165619317052155,0.668151141405316
"cg08626653","FLJ37538","7",99920258,"","hypothetical protein FLJ37538","CRBLM",1.39521802499967,0.0342170972920792,0.165786365246072,0.668151141405316
"cg26884581","PYGM","11",64283990,"-","glycogen phosphorylase","CRBLM",1.39426584464381,0.0173836527130509,0.166072868481081,0.668151141405316
"cg07434382","LOC348174","16",68541873,"+","secretory protein LOC348174","TCTX",-1.39320380852746,-0.00702070282979376,0.166091419284808,0.973634788646489
"cg13633026","MS4A8B","11",60223149,"","membrane-spanning 4-domains; subfamily A; member 8B","CRBLM",1.3939599807736,0.0329527237278229,0.166164980471355,0.668151141405316
"cg20277416","TM7SF2","11",64635637,"+","transmembrane 7 superfamily member 2","CRBLM",1.39391974677803,0.0200453621009567,0.166177099980341,0.668151141405316
"cg04428453","FLJ20581","16",20328153,"+","hypothetical protein LOC54988","TCTX",-1.39193888458776,-0.0142192705554457,0.166473273827105,0.973634788646489
"cg23244913","HCG9","6",30051380,"+","hypothetical protein LOC10255","CRBLM",-1.39283684777883,-0.0388640544249754,0.166503550105764,0.668151141405316
"cg20707333","C20orf177","20",57947474,"+","hypothetical protein LOC63939","TCTX",-1.39179975213921,-0.00794647970307847,0.166515315811482,0.973634788646489
"cg22025233","CYP2W1","7",989430,"+","cytochrome P450; family 2; subfamily W; polypeptide 1","TCTX",1.39107828393326,0.00672511538538119,0.166733453188483,0.973634788646489
"cg04019407","GIP","17",44401303,"-","gastric inhibitory polypeptide preproprotein","TCTX",-1.39038134646824,-0.0211746587649224,0.166944380066923,0.973634788646489
"cg09009380","PKP1","1",199519597,"+","plakophilin 1 isoform 1a","FCTX",-1.38957107149462,-0.0205899879009141,0.167034422554334,0.994688424085358
"cg10691387","IQCF2","3",51870658,"","hypothetical protein LOC389123","CRBLM",1.3907576656062,0.0188852657040943,0.167131709111843,0.668151141405316
"cg25524473","DUSP5","10",112248384,"+","dual specificity phosphatase 5","CRBLM",1.39063015409288,0.0131785403183711,0.167170291348936,0.668151141405316
"cg15555014","SYNGR2","17",73675739,"","synaptogyrin 2","FCTX",1.38891707163953,0.0133710406043831,0.167232789350891,0.994688424085358
"cg11378484","NIF3L1BP1","3",63823735,"","Ngg1 interacting factor 3 like 1 binding protein 1","CRBLM",1.39041692804936,0.01409535993348,0.167234824114878,0.668151141405316
"cg04623837","HCG9","6",30051393,"+","hypothetical protein LOC10255","CRBLM",-1.39012092136468,-0.0329800710451116,0.167324441858548,0.668151141405316
"cg07823492","HOXB1","17",43963098,"-","homeo box B1","PONS",1.38955966593188,0.0251568423842498,0.167443554633939,0.527876579636542
"cg25620220","LOC221091","11",62213901,"","hypothetical protein LOC221091","TCTX",1.38858972296477,0.0129087553586233,0.167487543409343,0.973634788646489
"cg26057752","PGAM2","7",44071460,"-","phosphoglycerate mutase 2 (muscle)","TCTX",-1.38847714632646,-0.0170371097927856,0.167521717892844,0.973634788646489
"cg23910243","TGFB1I1","16",31392119,"","androgen receptor coactivator ARA55","CRBLM",1.38934950815476,0.0361451396651064,0.16755816356281,0.668151141405316
"cg00777121","RASSF1","3",50353195,"-","Ras association domain family 1 isoform A","FCTX",1.38778064616041,0.0157388842465925,0.167577908016094,0.994688424085358
"cg02813863","APOLD1","12",12829554,"","hypothetical protein LOC81575","CRBLM",-1.38907097567731,-0.0142519522243079,0.167642614007012,0.668151141405316
"cg04109382","C20orf10","20",43440521,"","TP53-target gene 5 protein","PONS",-1.38884484574846,-0.019749182265863,0.167660299291907,0.527876579636542
"cg26233253","SLC35E4","22",29362613,"","solute carrier family 35; member E4","FCTX",1.3872328985717,0.0211565268363923,0.167744445486342,0.994688424085358
"cg21601405","CD40","20",44180413,"+","CD40 antigen isoform 1 precursor","TCTX",1.38723103356394,0.0131607684166559,0.167900350102974,0.973634788646489
"cg10934032","RNASE6","14",20319245,"","ribonuclease; RNase A family; k6","CRBLM",1.38783015186599,0.0232319994131455,0.168019222935381,0.668151141405316
"cg23363832","RBP1","3",140741629,"-","retinol binding protein 1; cellular","CRBLM",-1.38747032971993,-0.0405665931902506,0.168128554806478,0.668151141405316
"cg10313673","CILP2","19",19510144,"+","cartilage intermediate layer protein 2","PONS",-1.38631724477037,-0.0227909272768805,0.168428420440765,0.529314795766828
"cg23110514","LCE3E","1",150805512,"","late cornified envelope 3E","CRBLM",1.38631259085907,0.0186585394814777,0.168480700892518,0.668151141405316
"cg09632136","NNMT","11",113670871,"","nicotinamide N-methyltransferase","PONS",1.38588866824959,0.0182678618655834,0.168558927032592,0.529314795766828
"cg16869108","VHL","3",10159319,"+","von Hippel-Lindau tumor suppressor isoform 1","CRBLM",1.38596782350389,0.0227524860472699,0.168611810214459,0.668151141405316
"cg12770741","NXN","17",830526,"-","nucleoredoxin","TCTX",-1.38486400533613,-0.0164735142893225,0.168621364249915,0.973634788646489
"cg07864297","ESRRB","14",75907322,"","estrogen-related receptor beta","FCTX",1.38387020055945,0.0220192886430764,0.168769598444542,0.994688424085358
"cg22009923","CD151","11",822065,"","CD151 antigen isoform 4","CRBLM",1.3853577868721,0.0316701128607531,0.168771542914477,0.668151141405316
"cg16148454","TMED6","16",67943107,"","transmembrane emp24 protein transport domain containing 6","TCTX",-1.38417106445206,-0.00673137988055862,0.168832883594546,0.973634788646489
"cg22909609","ITGBL1","13",100903441,"","integrin; beta-like 1 (with EGF-like repeat domains)","PONS",-1.38498340718203,-0.0271074018619889,0.16883484248846,0.52948728089313
"cg08047457","RASSF1","3",50353417,"-","Ras association domain family 1 isoform A","CRBLM",1.38483552676284,0.0191148788812564,0.168930789623842,0.668151141405316
"cg04824716","CCHCR1","6",31233454,"-","StAR-binding protein","FCTX",1.3832396830583,0.0174204273286118,0.168962346491758,0.994688424085358
"cg20022541","C14orf152","14",93455148,"","hypothetical protein LOC90050","FCTX",1.38292105900269,0.0712104074126094,0.169059812802909,0.994688424085358
"cg21163415","EDN3","20",57309596,"+","endothelin 3 isoform 1 preproprotein","CRBLM",1.38449028686529,0.0190427227251287,0.169062245170938,0.668151141405316
"cg00083937","MAPK8IP2","22",49386671,"+","mitogen-activated protein kinase 8 interacting protein 2 isoform 1","CRBLM",1.38381158525906,0.0192762888809026,0.169243339871337,0.668151141405316
"cg00240880","WISP2","20",42776647,"","WNT1 inducible signaling pathway protein 2 precursor","CRBLM",1.38364303414147,0.0212449236082289,0.169294830921575,0.668151141405316
"cg19636861","ZNF556","19",2818753,"+","zinc finger protein 556","CRBLM",1.38352425026549,0.0336134249207578,0.169331125622802,0.668151141405316
"cg25620220","LOC221091","11",62213901,"","hypothetical protein LOC221091","CRBLM",1.38336966813979,0.0234636187415765,0.169404481670738,0.668151141405316
"cg22319147","CDH5","16",64958100,"","cadherin 5; type 2 preproprotein","CRBLM",1.38316580587976,0.0209917360698181,0.169440685037394,0.668151141405316
"cg20585500","GPHA2","11",64459768,"","glycoprotein hormone alpha 2","CRBLM",1.38292647932267,0.0303359488792536,0.169513865791248,0.668151141405316
"cg26292028","FLJ37587","12",108363111,"","myosin 1H","CRBLM",1.38292360970458,0.0190437998023178,0.16951474340258,0.668151141405316
"cg03251857","PPAPDC3","9",133154401,"+","phosphatidic acid phosphatase type 2 domain containing 3","CRBLM",1.38282046328706,0.0326504488392114,0.169546290822267,0.668151141405316
"cg18356799","DSC1","18",26996631,"","desmocollin 1 isoform Dsc1a preproprotein","CRBLM",1.38267183713914,0.0297979542998923,0.169591756104948,0.668151141405316
"cg23183296","UGT2B28","4",70181011,"","UDP glycosyltransferase 2 family; polypeptide B28","FCTX",-1.38109022701437,-0.0280078942202611,0.169620686863672,0.994688424085358
"cg03900284","P518","9",132759516,"","RF(Arg-Phe)amide family 26 amino acid peptide","CRBLM",1.38228989151234,0.0320733927854037,0.169708637181274,0.668151141405316
"cg13693652","CLCA2","1",86661217,"","calcium activated chloride channel 2","PONS",1.38168312792146,0.016391499759954,0.169843647038888,0.531271930230411
"cg16076328","TACSTD1","2",47450622,"+","tumor-associated calcium signal transducer 1 precursor","TCTX",1.38085911300275,0.0155340532881792,0.169846637041383,0.973634788646489
"cg21554552","RASSF1","3",50353429,"-","Ras association domain family 1 isoform A","PONS",1.38167097592241,0.0221687990855568,0.169847370015232,0.531271930230411
"cg07440877","FLJ46358","13",23421079,"","hypothetical protein LOC400110","TCTX",-1.3807389810699,-0.00380663336839735,0.16988349479091,0.973634788646489
"cg09201719","CYP17A1","10",104586880,"","cytochrome P450; family 17","CRBLM",1.38167842985428,0.0333569931210031,0.169895881054058,0.668151141405316
"cg06344807","SLC9A3R1","17",70257171,"+","solute carrier family 9 (sodium/hydrogen exchanger); isoform 3 regulator 1","FCTX",1.37995219905123,0.0184841783623047,0.169970031521396,0.994688424085358
